openalex_id,issn,issn_l,is_in_doaj,is_core,publisher_id,publisher
S4210188701,2527-9963,1411-240X,False,False,P4310315002,National Nuclear Energy Agency
S4210222043,2528-0201,2528-0201,False,False,P4310315125,Muhammadiyah University of Jakarta
S4210167665,2528-0929,2528-0929,False,False,P4310315204,Universitas Nusantara PGRI Kediri
S4210187159,2528-1100,2303-3274,False,False,P4310315130,Puslitbang Hukum dan Peradilan MA RI
S4210206057,2528-1410,2527-8045,False,True,P4310315239,Universitas Pendidikan Indonesia Press
S4306517062,2528-1488,1411-0172,False,False,P4310315193,Janabadra University
S2737812212,2528-1542,2477-1570,True,False,P4310315108,YCAB Publisher
S4210173148,2528-1658,2085-1618,False,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S2736642355,2528-2255,2355-0295,False,False,P4310315308,Universitas Bina Sarana Informatika Bandung
S4210170562,2528-2727,2085-1979,True,False,P4310315070,Tarumanagara University
S2737093457,2528-3103,0215-840X,True,False,P4310315154,Airlangga University Press
S4210222043,2528-3278,2528-0201,False,False,P4310315125,Muhammadiyah University of Jakarta
S4210190001,2528-3383,2086-7549,False,False,P4310314932,Universitas Islam Negeri Maulana Malik Ibrahim
S4210169838,2528-4045,0215-9066,False,False,,
S4210199309,2528-5009,2252-6277,False,False,P4310315184,State University of Semarang
S4210205062,2528-5173,2088-5350,False,False,P4310314933,Universitas PGRI Madiun
S4210205970,2528-5874,0436-0265,False,False,P4310315297,Persatuan Ahli Gizi Indonesia (PERSAGI)
S4210216873,2528-6374,1978-0524,True,False,P4310319805,Ahmad Dahlan University
S4210195087,2528-6889,0216-8685,False,False,P4310315290,Politeknik Negeri Semarang
S4210190051,2528-7575,1693-3516,False,False,P4310315161,Lancang Kuning University
S4306511919,2528-8733,2528-8733,False,False,P4310318320,Harran University
S4210216319,2528-9969,2149-8539,True,False,P4310318371,Politik Ekonomik ve Sosyal Araştırmalar Merkezi Derneği
S4210235892,2529-198X,2529-198X,False,True,,
S2739374719,2529-850X,2529-850X,True,False,P4310321212,Asociación Para el Progreso de la Biomedicina
S2737040730,2529-959X,1695-7121,True,True,P4310321364,Instituto de Investigación Social y Turismo
S4210205130,2530-0091,2530-0091,False,False,,
S2736800421,2530-4984,2530-4984,False,False,P4310322086,Iberoamerican Journals
S4210235359,2530-7924,2530-7924,True,False,P4310321228,Technical University of Valencia
S4220650940,2532-2486,2532-2486,True,False,P4310317595,University of Milan
S4210206694,2534-7462,2493-8637,False,False,P4310320150,Presses universitaires de Strasbourg
S4210200793,2534-9821,2534-9821,False,False,P4310314725,Bulgarian Association of Young Surgeons
S2736399258,2536-4731,2536-4731,False,False,P4310318362,Journal of Foreign Language Education and Technology
S4210234478,2536-4898,2536-4901,False,False,P4310320331,Galenos Yayinevi
S4210234478,2536-4901,2536-4901,False,False,P4310320331,Galenos Yayinevi
S4210174613,2536-5029,2536-5029,False,False,,
S4210201982,2537-9798,2537-9798,False,False,,
S4210240036,2538-015X,2538-015X,False,False,,
S4210239765,2538-0583,2538-0583,False,False,,
S4210228594,2538-130X,2538-130X,False,False,,
S4210190842,2538-1598,1728-5127,True,False,P4310319084,Shahid Sadoughi University of Medical Sciences
S4210216644,2538-225X,2538-225X,False,True,P4310320186,Birkhäuser
S4210231564,2538-4449,2538-4449,True,False,,
S4210213211,2538-7111,1822-7864,False,True,P4310317519,Scientia Socialis Ltd
S4210232468,2538-712X,2029-6932,False,False,P4310317519,Scientia Socialis Ltd
S51798122,2538-7138,1648-3898,False,True,P4310317519,Scientia Socialis Ltd
S4210221466,2538-7197,2029-8587,False,True,P4310317519,Scientia Socialis Ltd
S4210178900,2538-7995,2538-7995,False,True,,
S4210178900,2538-8002,2538-7995,False,True,,
S4607912,2538-8460,1392-8716,False,True,P4324044484,JVE International
S4210234059,2539-0279,1900-3803,True,False,P4310318908,Libre University of Colombia
S4210178944,2539-4703,1657-9658,True,False,,
S4210187843,2539-4711,2027-4688,True,False,P4310318881,Colombian Institute of Anthropology and History
S4210210715,2539-6102,2539-6102,False,False,,
S4210187260,2540-7562,2086-5872,False,False,P4310315064,Institut Agama Islam Negeri Raden Intan Lampung
S4210220519,2540-7597,2540-7597,False,False,P4310315311,Islamic University of North Sumatra
S4210220519,2540-7600,2540-7597,False,False,P4310315311,Islamic University of North Sumatra
S4306531590,2540-7929,1410-332X,False,False,P4310315100,Majelis Tarjih dan Tajdid Pimpinan Pusat Muhammadiyah
S4210187955,2540-9190,2355-3448,True,False,P4310315068,Universitas Cokroaminoto Palopo
S4210205067,2540-9239,2303-2677,False,False,P4310315076,Padjadjaran University
S4210216646,2540-9395,2540-9395,False,False,P4310315074,Sriwijaya University
S4210216646,2540-9409,2540-9395,False,False,P4310315074,Sriwijaya University
S4210212601,2540-9670,2477-4758,False,False,P4310314947,Universitas Islam Negeri Sultan Syarif Kasim Riau
S4210219095,2541-044X,2541-044X,False,False,,
S4210234377,2541-0652,0216-3241,False,False,P4310315178,Ganesha University of Education
S4210175948,2541-1187,1693-3710,False,False,P4310310977,Lambung Mangkurat University
S4210207433,2541-1411,2541-1411,False,False,P4310315216,Center of Strategic Studies BAZNAS
S4210197674,2541-1713,1829-796X,True,False,P4310310978,Unlam Press
S4210219095,2541-2019,2541-044X,False,False,,
S2764460010,2541-2388,1412-1212,True,False,P4310314957,Bina Nusantara University
S4210179444,2541-2582,2085-8345,False,False,P4310315061,Muhammadiyah University Press
S4210190388,2541-3481,2302-3686,False,False,P4310310977,Lambung Mangkurat University
S4210179292,2541-4062,1411-8513,True,False,P4310315024,Syiah Kuala University
S4210214685,2541-4313,2541-4313,True,False,P4310315063,University of Darussalam Gontor
S4210174405,2541-5646,2338-6630,False,False,P4310319805,Ahmad Dahlan University
S4210172442,2541-5972,2541-5972,False,False,P4310314936,Sepuluh Nopember Institute of Technology
S4210172290,2541-6251,2088-5776,False,False,P4310314971,Akademi Keperawatan Dharma Wacana
S4210226672,2541-6340,2541-6340,False,False,P4310315290,Politeknik Negeri Semarang
S4210226672,2541-6359,2541-6340,False,False,P4310315290,Politeknik Negeri Semarang
S2738414258,2541-6472,2477-3190,False,False,P4310310977,Lambung Mangkurat University
S4210185248,2541-6715,2088-2831,False,False,P4310315188,Muhammadiyah University of Yogyakarta
S4210171265,2541-6790,1411-6375,False,False,P4310315163,Akademi Manajemen Perusahaan YKPN
S4210195770,2541-6944,1829-9903,True,False,P4310315126,Sekolah Tinggi Agama Islam Negeri (STAIN) Pekalongan
S2737615662,2541-7207,2303-288X,False,False,P4310315178,Ganesha University of Education
S4210210221,2541-870X,2413-9599,True,False,P4310312592,CRI «Electronics»
S2739000297,2541-8769,1029-3736,False,False,P4310312630,Publishing House of Lomonosov Moscow State University
S4210226073,2541-9455,2541-9455,False,False,P4310312682,Irkutsk State Technical University
S4210226073,2541-9463,2541-9455,False,False,P4310312682,Irkutsk State Technical University
S4210199184,2541-9897,2500-0268,True,False,,
S2764771850,2542-2081,1996-7845,False,False,P4310312710,National Research University – Higher School of Economics
S4404669987,2542-3266,2542-3266,False,False,,
S2898571462,2542-3649,2542-3649,False,True,P4310320990,Elsevier BV
S2898571462,2542-3673,2542-3649,False,True,P4310320990,Elsevier BV
S4210221731,2542-3932,2542-3932,False,False,P4310320448,Medknow
S4210221731,2542-3940,2542-3932,False,False,P4310320448,Medknow
S4210176980,2542-3975,2542-3975,False,True,P4310320448,Medknow
S4210176980,2542-3983,2542-3975,False,True,P4310320448,Medknow
S4210213041,2542-4742,2542-4742,False,True,P4310320063,Lectito Journals
S4210232312,2542-4904,2542-4904,False,True,P4310320063,Lectito Journals
S4210213724,2542-629X,2226-8561,False,True,P4310315671,Lippincott Williams & Wilkins
S72750922,2542-6680,1319-4534,False,True,P4310320990,Elsevier BV
S4210223011,2543-7461,2451-0998,False,False,,
S4210183690,2544-2287,2544-2287,False,False,,
S4210178850,2545-3483,2449-7320,True,False,,
S2737766802,2547-9512,2547-9512,False,False,P4310318378,Bartın University
S4210173492,2548-0278,1300-302X,False,False,,
S4210182324,2548-0391,2548-0391,False,False,P4310318392,Journal of Engineering Technology and Applied Sciences
S4210233147,2548-0502,2548-0502,False,False,P4310320638,Söylemiş
S4210189140,2548-0847,2548-0847,False,False,,
S4210172549,2548-0871,1304-7590,False,False,P4310318268,Sidas Medya
S4210225666,2548-0960,2548-0960,False,False,P4310318287,"Association of Food Technology, Turkey"
S4210181545,2548-124X,1305-2411,False,False,P4310318317,Galatasaray University
S4210172550,2548-1290,2548-1290,False,False,P4310318380,Süleyman Demirel University
S4210172442,2548-1479,2541-5972,False,False,P4310314936,Sepuluh Nopember Institute of Technology
S4210207433,2548-2335,2541-1411,False,False,P4310315216,Center of Strategic Studies BAZNAS
S4210212437,2548-3218,2548-3218,True,False,P4310314959,Gadjah Mada University
S4210172128,2548-3811,2355-052X,True,False,,
S4210214685,2548-5113,2541-4313,True,False,P4310315063,University of Darussalam Gontor
S4210206342,2548-5806,2548-5806,False,False,P4310319805,Ahmad Dahlan University
S4210210481,2548-5822,1829-5525,True,False,,
S4210178763,2548-6268,2252-3413,False,False,P4310315267,Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani Yogyakarta
S4210219096,2548-642X,2442-9910,False,False,,
S4210178243,2548-8163,2548-8163,False,False,P4310315209,Singaperbangsa University
S4210186798,2548-8457,2548-8457,False,False,P4310315207,State University of Makassar
S4210186798,2548-8465,2548-8457,False,False,P4310315207,State University of Makassar
S2738506642,2548-8570,2303-3142,False,False,P4310315178,Ganesha University of Education
S4210213921,2548-9356,2477-5126,False,False,P4310315317,Politeknik Harapan Bersama Tegal
S4210195616,2548-9453,2548-9453,False,False,,
S4210227441,2548-9747,2527-9319,True,False,P4310315277,Hasanuddin University
S4210230503,2548-9933,1907-512X,True,False,P4310314995,STIKES PKU Muhammadiyah Surakarta
S4210180453,2549-0257,2549-0257,False,False,P4310319900,Springer Science+Business Media
S4210219064,2549-0265,2549-0265,False,False,P4310315095,Faculty of Medicine Universitas Indonesia
S4210199187,2549-0273,2549-0273,False,False,,
S4210213622,2549-0281,2549-0281,False,False,,
S2736516101,2549-0346,2252-6684,False,False,P4310315184,State University of Semarang
S2737337674,2549-0370,2252-6633,False,False,P4310315184,State University of Semarang
S4210190312,2549-0621,2406-8969,False,False,,
S4210207130,2549-1172,2549-1172,False,False,,
S4210181440,2549-2608,2301-7821,False,False,P4310315178,Ganesha University of Education
S4210239234,2549-2675,2549-2675,False,False,P4310315178,Ganesha University of Education
S4210234914,2549-3345,2549-3345,False,False,P4310315054,Universitas Aisyiyah Yogyakarta
S4210234914,2549-3353,2549-3345,False,False,P4310315054,Universitas Aisyiyah Yogyakarta
S4210178243,2549-3639,2548-8163,False,False,P4310315209,Singaperbangsa University
S4210212437,2549-3884,2548-3218,True,False,P4310314959,Gadjah Mada University
S4210224709,2549-4120,2549-4120,False,False,,
S4210224709,2549-4139,2549-4120,False,False,,
S4210174280,2549-4244,1412-2669,True,False,P4310314980,State Institute of Islamic Studies (IAIN) Tulungagung
S4210176061,2549-4902,1978-4597,False,False,P4310315159,University of Trunojoyo Madura
S4210206342,2549-4996,2548-5806,False,False,P4310319805,Ahmad Dahlan University
S4210167665,2549-5291,2528-0929,False,False,P4310315204,Universitas Nusantara PGRI Kediri
S4210211229,2549-5941,2549-5941,False,False,,
S4210209867,2549-6174,2549-6174,False,False,P4310315178,Ganesha University of Education
S4210211229,2549-6271,2549-5941,False,False,,
S4210230569,2549-631X,2337-7305,False,False,,
S4210219764,2549-6417,2549-6417,False,False,,
S4210209401,2549-6662,2303-2898,True,False,P4310315178,Ganesha University of Education
S2737371552,2549-7103,2302-8114,False,False,P4310314998,Udayana University
S4210185250,2549-7294,2549-7294,False,False,P4310315093,Faculty of Communications Science Dr Soetomo University
S4210185250,2549-7626,2549-7294,False,False,P4310315093,Faculty of Communications Science Dr Soetomo University
S4210176956,2549-7804,2549-7804,True,False,P4310315249,Institut Keislaman Abdullah Faqih (INKFA) Gresik
S4210216459,2549-8037,2549-8037,True,False,P4310315235,Indonesian Institute of Information Technology
S4210216459,2549-8045,2549-8037,True,False,P4310315235,Indonesian Institute of Information Technology
S4210185376,2549-8347,2549-8347,False,False,P4310315152,Lembaga Publikasi Ilmiah dan Penerbitan (LPIP) Universitas Muhammadiyah Purwokerto
S4210200205,2549-8525,2549-8525,False,False,P4310315210,Sebelas Maret University
S4210176956,2549-8622,2549-7804,True,False,P4310315249,Institut Keislaman Abdullah Faqih (INKFA) Gresik
S4210206622,2549-9106,2339-0131,True,False,P4310315183,Institut Agama Islam Negeri (IAIN) Batusangkar
S4210196142,2549-9890,2086-5481,True,False,P4310315211,Universitas PGRI Semarang
S4210197551,2550-0643,2550-0643,True,False,P4310315138,Institut Hindu Dharma Negeri Denpasar
S4210197551,2550-0651,2550-0643,True,False,P4310315138,Institut Hindu Dharma Negeri Denpasar
S4210229025,2550-083X,2355-2085,True,False,P4310315125,Muhammadiyah University of Jakarta
S4210192983,2550-0880,1829-8931,False,False,P4310315053,Muhammadiyah University of Magelang
S2736911656,2550-4983,2336-0313,False,False,P4310311002,Mediterranean BioMedical Journals
S4210200707,2550-6692,2550-6692,False,False,P4310318828,Universidad Técnica de Ambato
S4210218017,2550-6862,2550-6862,False,False,P4310322068,Grupo Compás
S4210182886,2559-6381,2068-6609,True,False,P4310314620,Ștefan cel Mare University of Suceava
S4210176635,2560-3353,2217-9739,True,False,P4310322574,"Faculty of Business and Entrepreneurship, Belgrade"
S4210198892,2561-9179,2561-9179,False,True,,
S4210228479,2564-6311,2564-6311,False,False,P4310318287,"Association of Food Technology, Turkey"
S4210224451,2564-6486,2564-6486,True,False,,
S4210216633,2564-6567,2564-6567,False,False,P4310318353,Archives of Clinical and Experimental Medicine
S4210207796,2564-6761,2564-6761,False,False,P4310318287,"Association of Food Technology, Turkey"
S4210240322,2564-6931,2564-6931,False,False,P4310318289,Niğde Ömer Halisdemir University
S4210184927,2564-7016,2564-7016,False,False,P4310318364,Ordu University
S4210214690,2564-7377,1309-4726,False,False,,
S4210178109,2564-7466,2564-7466,False,False,P4310318250,İktisadi İdari ve Siyasal Araştırmalar Dergisi
S4210239341,2564-7504,2564-7504,False,False,P4310318311,Fsecon
S4210191492,2564-7601,2564-7601,True,False,P4310318338,Türkiye Okul Öncesi Eğitimini Geliştirme Derneği
S4210224451,2564-7695,2564-6486,True,False,,
S4210203087,2564-7814,2564-7814,False,False,P4310318369,Kastamonu University
S4210175847,2564-8829,2564-8829,True,False,P4310321022,University of Barcelona
S4210199256,2566-2805,2232-9641,True,False,P4310322259,"Faculty of Political Sciences, University of Banja Luka, Bosnia and Hercegovina and Institute for Political Studies, Belgrade, S"
S4210181576,2571-5135,2571-5135,False,True,P4310310987,Multidisciplinary Digital Publishing Institute
S4210200560,2572-7184,2330-1392,False,True,P4310320292,Berghahn Books
S4210175163,2573-3370,2573-3370,False,True,P4310320443,"Mary Ann Liebert, Inc."
S4210236103,2573-4393,2573-4393,False,True,,
S4210221663,2573-4407,2573-4407,False,True,,
S4210221307,2574-0105,2574-0105,False,True,P4310315844,American Institute of Mathematical Sciences
S4210209123,2574-1489,2574-1489,False,False,,
S2764491276,2575-1433,2049-1115,False,True,P4310311882,HAU-N.E.T
S4210172555,2576-0017,2576-0017,True,True,,
S4210172555,2576-0025,2576-0017,True,True,,
S4210181548,2577-5685,2577-5685,True,True,,
S4210236586,2577-5790,2577-5790,False,True,,
S4210239879,2577-5804,2577-5804,False,True,,
S4210217849,2577-5820,2577-5820,False,True,,
S4210239236,2577-6789,2577-6789,True,True,,
S4210222295,2579-2881,2579-2881,False,False,,
S4210209867,2579-3276,2549-6174,False,False,P4310315178,Ganesha University of Education
S2736655678,2579-3594,2354-5690,False,False,P4310314920,Bogor Institute of Agriculture
S4210184435,2579-3756,2579-3756,False,False,,
S4387283811,2579-4221,2339-1103,False,False,,
S4210180067,2579-4396,2579-440X,True,False,P4310315145,Universitas Muhammdiyah Magelang
S4210180067,2579-440X,2579-440X,True,False,P4310315145,Universitas Muhammdiyah Magelang
S4210191329,2579-4442,2442-7470,False,False,,
S4210216635,2579-4620,2579-4620,True,False,,
S4210170757,2579-4809,2302-6073,False,False,P4310315041,Alauddin Islamic State University
S4210184435,2579-4825,2579-3756,False,False,,
S4210235698,2579-5457,2085-1243,True,False,P4310315177,Indonesia University of Education
S4210187357,2579-5686,2086-6755,True,False,P4310315207,State University of Makassar
S4210214001,2579-7069,2579-7069,False,False,,
S4210219764,2579-7166,2549-6417,False,False,,
S4210225859,2579-7298,2579-7298,False,False,P4310315273,STMIK Dharma Wacana
S4210171753,2579-7727,2442-7985,True,False,P4310315287,Universitas Bhayangkara Jakarta Raya
S4210168983,2579-8251,1411-5492,True,False,,
S4210185376,2579-9126,2549-8347,False,False,P4310315152,Lembaga Publikasi Ilmiah dan Penerbitan (LPIP) Universitas Muhammadiyah Purwokerto
S4210199268,2579-9312,2579-9312,False,False,P4310315191,Lembaga Penelitian Universitas Swadaya Gunung Jati
S4306516857,2579-9320,1907-6673,False,False,P4310315117,Jenderal Soedirman University
S4210199268,2579-9401,2579-9312,False,False,P4310315191,Lembaga Penelitian Universitas Swadaya Gunung Jati
S4210238144,2580-0183,0216-8138,False,False,P4310315178,Ganesha University of Education
S2737705476,2580-0698,2088-4443,False,False,P4310314998,Udayana University
S4210186589,2580-0981,2580-0981,False,False,,
S4210200569,2580-1716,2580-1716,True,False,P4310315047,Institut Agama Islam Negeri (IAIN) Salatiga
S4306533922,2580-1937,2580-1937,False,False,P4310315184,State University of Semarang
S4210223728,2580-2119,2580-2119,True,False,P4310315277,Hasanuddin University
S4210221308,2580-2291,2354-838X,True,False,,
S4210191968,2580-2453,2086-6186,False,False,P4310315269,UIN Raden Intan Lampung
S4210204576,2580-2763,1412-6109,True,False,P4310315147,Sekolah Tinggi Agama Islam Negeri Batusangkar
S4210192548,2580-278X,2085-8019,True,False,P4310315183,Institut Agama Islam Negeri (IAIN) Batusangkar
S4210194679,2580-3395,2580-3395,False,False,P4310314924,Indonesian Association for Public Administration
S4210201319,2580-4391,2580-4405,True,False,P4310315060,ARTS Publishing Corp.
S4210201319,2580-4405,2580-4405,True,False,P4310315060,ARTS Publishing Corp.
S4210194679,2580-4820,2580-3395,False,False,P4310314924,Indonesian Association for Public Administration
S4306511965,2580-4936,2580-4936,False,False,P4310315259,Humanistic Network for Science and Technology
S4210195616,2580-510X,2548-9453,False,False,,
S2737814127,2580-5312,1410-4628,False,False,P4310314998,Udayana University
S4210187762,2580-5444,1412-0852,True,False,,
S4210180068,2580-7013,2580-7013,True,False,,
S4306533922,2580-7528,2580-1937,False,False,P4310315184,State University of Semarang
S4210212125,2580-8451,1979-4800,False,False,P4310315192,Universitas Semarang
S4210225347,2580-846X,1693-9115,False,False,P4310315192,Universitas Semarang
S4210202700,2580-8516,1411-3066,False,False,P4310315192,Universitas Semarang
S4210169044,2580-8524,1410-9859,False,False,P4310315192,Universitas Semarang
S4210231345,2580-8737,2580-8737,True,False,,
S4210199045,2580-8850,1410-9840,False,False,P4310315192,Universitas Semarang
S4210181602,2580-8885,2476-9541,True,False,,
S4210235649,2580-9164,2580-9164,False,False,P4310315236,Jakarta State University
S4210228483,2580-9431,2580-9431,False,False,P4310314982,Muhammadiyah University of Malang
S4210230537,2580-9873,2580-9873,True,False,,
S4210230537,2580-9881,2580-9873,True,False,,
S4210216457,2581-0847,2581-0847,True,False,,
S4210216635,2581-0855,2579-4620,True,False,,
S4210207504,2581-1657,2581-1657,False,False,,
S4210228483,2581-2025,2580-9431,False,False,P4310314982,Muhammadiyah University of Malang
S4210207504,2581-2203,2581-1657,False,False,,
S4210232061,2581-2769,2581-2769,True,False,,
S2476582842,2581-690X,0973-7510,True,True,P4353108566,Dr. M.N. Khan
S4210174702,2582-9726,2582-9726,False,False,,
S4210207824,2585-2906,2585-2906,True,True,P4310318064,EU European Publishing
S4210193006,2585-6626,2585-6626,False,False,,
S4210193006,2585-6634,2585-6626,False,False,,
S4210236903,2585-6839,2585-6839,False,False,,
S4210236903,2585-6847,2585-6839,False,False,,
S4210193934,2585-7789,2585-7789,False,False,P4310314446,Aurora Group s.r.o.
S4210173855,2585-7797,2585-7797,False,False,P4310314446,Aurora Group s.r.o.
S4210225545,2587-0882,2587-0882,False,False,P4310318380,Süleyman Demirel University
S4210196339,2587-0890,2587-0890,True,False,,
S4210201714,2587-1498,1300-0551,True,False,P4310318342,Turkish Sports Medicine Association
S4210193935,2587-1528,2587-1528,False,False,P4310318380,Süleyman Demirel University
S4210203087,2587-2249,2564-7814,False,False,P4310318369,Kastamonu University
S2764835198,2587-246X,2587-2680,False,False,P4310318328,Sivas Cumhuriyet University
S4210172188,2587-2648,2587-2648,True,False,,
S2764835198,2587-2680,2587-2680,False,False,P4310318328,Sivas Cumhuriyet University
S4210176338,2587-330X,1857-0119,False,False,,
S4210185628,2587-3393,1857-4440,False,False,,
S4210193206,2587-3687,1857-0461,True,False,P4310322210,Academy of Sciences of Moldova
S4387282056,2587-4322,1024-7696,False,False,,
S4210186591,2587-5043,2346-7916,True,False,,
S4210206299,2587-6953,2587-6953,False,False,,
S4210228917,2587-9359,0368-4814,False,False,P4310312788,ECO-vector
S4210229783,2588-008X,2070-4798,False,False,P4310312757,Naberezhnye Chelny State Pedagogical University
S4210233535,2588-2562,2588-2562,False,False,,
S4210233535,2588-2570,2588-2562,False,False,,
S4210227584,2588-3712,2588-3712,False,False,,
S4210227584,2588-3720,2588-3712,False,False,,
S4306500753,2588-400X,2588-400X,False,False,,
S4210203043,2588-4239,2383-3211,True,False,P4310319115,Alborz University of Medical Sciences
S4306503298,2588-4328,2588-4328,False,False,,
S4210206534,2588-4344,2588-4344,False,False,,
S4306503298,2588-5839,2588-4328,False,False,,
S4210182892,2588-6150,2588-6150,False,False,P4310319396,Knowledge E
S2764605795,2588-8099,2165-9214,False,True,P4310320561,Brill
S2898585031,2588-9028,2346-8092,False,False,P4310320990,Elsevier BV
S2764860519,2588-9192,1674-9871,True,True,P4310320990,Elsevier BV
S2764625064,2588-9214,1319-5166,True,True,P4310320990,Elsevier BV
S42274841,2588-9230,1000-9361,False,True,P4310320990,Elsevier BV
S2898463066,2588-9303,2588-9303,False,True,P4310320990,Elsevier BV
S4210209315,2589-0409,1110-0362,True,True,P4310319965,Springer Nature
S2898422462,2589-0646,2589-0646,False,True,P4310320990,Elsevier BV
S4210179557,2589-1316,2589-1316,True,True,P4310320063,Lectito Journals
S2764671201,2589-1561,2314-808X,False,True,,
S2898347957,2589-2088,2589-2088,False,True,P4310320990,Elsevier BV
S4210216094,2589-7799,2589-7799,False,False,,
S2764596061,2589-8051,1878-5417,False,False,P4310318591,Utrecht University Library Open Access Journals (Publishing Services)
S2764427339,2589-8752,2279-0594,False,False,,
S2764764071,2589-9341,2277-4939,False,False,,
S4210220812,2590-0013,2198-3534,False,True,P4310320561,Brill
S4210227738,2590-1346,2590-1346,False,True,P4310320990,Elsevier BV
S4210204641,2590-1389,2590-1389,False,False,P4310320990,Elsevier BV
S4210216656,2590-1400,2590-1400,False,True,P4310320990,Elsevier BV
S4210212973,2590-1419,2590-1419,False,False,P4310320990,Elsevier BV
S4210238382,2590-1435,2590-1435,False,True,P4310320990,Elsevier BV
S4210225398,2590-1532,2590-1532,False,True,P4310320990,Elsevier BV
S4210172220,2590-1559,2590-1559,False,False,P4310320990,Elsevier BV
S4210208034,2590-1583,2590-1583,False,False,P4310320990,Elsevier BV
S4210209518,2590-177X,2590-177X,False,False,P4310320990,Elsevier BV
S4210232102,2590-2903,2590-2903,False,False,P4310320990,Elsevier BV
S4210175558,2590-342X,2590-342X,True,True,,
S4210220440,2590-4043,2590-4043,False,True,P4310321761,Zibeline International Publishing
S2736815883,2590-8669,0124-0781,True,False,P4310318856,Autonomous University of Bucaramanga
S4394736270,2591-5320,2591-5320,False,False,,
S2764845945,2593-3019,0774-2908,False,False,P4310322059,Leuven University Press
S4210196231,2594-0651,0188-2503,False,False,P4310319658,National Autonomous University of Mexico
S2736951627,2594-0732,1405-7743,False,False,P4310319658,National Autonomous University of Mexico
S4210207070,2594-2069,2594-2069,True,False,,
S125733402,2594-2360,0185-1667,False,True,P4310320990,Elsevier BV
S4210197061,2594-4754,2594-4754,True,False,,
S4210209489,2594-5033,2594-5033,True,False,P4310312119,Universidade Estadual do Suodeste da Bahia
S4210206370,2595-0584,2595-0584,False,False,,
S4210231031,2595-1459,2595-1459,False,False,,
S4210231031,2595-1467,2595-1459,False,False,,
S2764582022,2595-2854,1984-3011,False,False,P4310321135,Georg Thieme Verlag
S4210240823,2595-5373,2595-5373,True,False,,
S4210220838,2595-7007,1806-3144,True,False,,
S4210176742,2596-0334,2596-0334,True,False,,
S4210239374,2597-3851,2597-3851,True,False,P4310315242,Universitas Muhammadiyah Banjarmasin
S4210239234,2597-422X,2549-2675,False,False,P4310315178,Ganesha University of Education
S2736472150,2597-6133,2252-6374,False,False,P4310315184,State University of Semarang
S4210240749,2597-6214,2597-6214,True,False,P4310315252,Universitas Pasundan
S4210240749,2597-6222,2597-6214,True,False,P4310315252,Universitas Pasundan
S4210178907,2597-7326,2597-7326,True,False,P4310314997,Brawijaya University
S4210200205,2597-7792,2549-8525,False,False,P4310315210,Sebelas Maret University
S4210178359,2597-792X,1410-9794,False,False,P4310315287,Universitas Bhayangkara Jakarta Raya
S4210211510,2598-0580,2598-0580,False,False,,
S4210230762,2598-0971,2503-5282,False,False,P4310315205,Sunan Gunung Djati State Islamic University Bandung
S4210236109,2598-2184,2598-2184,False,False,,
S4210204631,2598-4039,2302-2221,True,False,,
S4210191105,2598-4845,2355-018X,True,False,P4310315105,State Institute on Islamic Studies Purwokerto
S4210202179,2598-6260,2598-6260,True,False,,
S4210202179,2598-6279,2598-6260,True,False,,
S4210181603,2598-6309,2598-6309,False,False,,
S2737559571,2598-6333,2443-2555,True,False,P4310315151,Airlangga University
S4210217649,2598-6368,1693-7236,True,False,,
S4210169313,2598-6538,2356-4962,True,False,P4310315026,University Merdeka Malang
S4210232061,2598-9502,2581-2769,True,False,,
S4210230102,2599-2171,2599-2171,False,False,,
S4210230102,2599-218X,2599-2171,False,False,,
S4210194976,2599-2473,2599-2473,False,False,,
S4210185867,2599-2740,1907-9850,True,False,P4310314998,Udayana University
S4210197573,2599-3046,2599-3046,False,False,,
S4210209788,2599-3216,2599-3216,False,False,P4310315126,Sekolah Tinggi Agama Islam Negeri (STAIN) Pekalongan
S4210221384,2600-6235,1112-3974,True,False,,
S2764980919,2600-7916,2229-838X,False,False,P4310322246,Penerbit UTHM
S4210228107,2600-7924,2229-8460,False,False,P4310322246,Penerbit UTHM
S4210186188,2600-7932,2229-8932,False,False,P4310322246,Penerbit UTHM
S2737519459,2600-7940,2229-8940,True,False,P4310322246,Penerbit UTHM
S2764483349,2600-7959,2180-3242,False,False,P4310322246,Penerbit UTHM
S4210219070,2602-2079,2602-2079,False,False,P4310318303,Journal of Surgery and Medicine
S4210204066,2602-2109,1300-7416,False,False,P4310318380,Süleyman Demirel University
S4210172394,2602-2443,2602-2443,False,False,,
S4210217852,2602-246X,2618-5946,False,False,P4310318380,Süleyman Demirel University
S4210172394,2602-2524,2602-2443,False,False,,
S4210191455,2602-2745,2146-7099,False,False,,
S4210237212,2602-2842,2602-2842,False,False,,
S2736769790,2602-2974,2147-267X,True,False,P4310320331,Galenos Yayinevi
S4210208771,2602-3008,2602-3008,False,False,P4310318380,Süleyman Demirel University
S4210233836,2602-3016,1306-7885,False,False,,
S2736879903,2602-3024,1300-3755,False,False,P4310318267,Çukurova University Faculty of Medicine
S4210186558,2602-3512,2602-3512,False,False,P4310318380,Süleyman Demirel University
